# name,address,full hash/reference,specific hash,suffix,gdt,source library,source file,who found it,notes,
#,,,,,,,,,,
# example_new_reversed_function,0xCAFED00D,,,g,,,libgnu.a,me,a multiline comment\nline two\nline three  You can leave the hash fields blank and run this with “output_functions” to generate hashes: $GHIDRA_HOME/support/analyzeHeadless /tmp ahh1 -import X6100_BBFW_V1.1.6_221112001.bin -loader STM32Loader -postScript AssignFunctionNamesAndTypes.py gdt_archives=STM32F427_437xx.gdt functions=functions.csv output_functions,
#,,,,,,,,,,
# flashmemstart / start of bbbootloader,0x08000000,,,g,,,stm32f427zg.pdf#page=86,,based on G90 & STM32,
# start of bbfw / isr_vector table,0x08020000,,,f,,,startup_stm32f427xx.s,fventuri,,
arm_bitreversal_32,0x080201f0,0xbfc8f839142ab82b,0x31316d4d692611b8,g,,,/opt/symgrate2-archive/KeilPacks/ARM.CMSIS.5.0.0.pack/CMSIS/Lib/GCC/libarm_cortexM3l_math.a,symgrate,"POSSIBLE STRUCT: void arm_bitreversal_32(uint *pSrc,uint bitRevLen,uint *pBitRevTab)",
arm_bitreversal_32,0x0802025a,,,g,,,,symgrate,"POSSIBLE STRUCT: void arm_bitreversal_32(uint *pSrc,uint bitRevLen,uint *pBitRevTab)",
STRLEN_g,0x080202b0,0x37d6c5925b1bb918,0x3a6895988f196bd8,,,,,fventuri/symgrate,,
memchr,0x080202c0,0x74d8aa59b4830ed1,0x50e782ad81f01cd0,,,,,fventuri,,
__aeabi_drsub,0x08020360,,,g,,GCC abi-aa,,symgrate,"PROPOSED SIG: double __aeabi_drsub(double x,double y) [https://github.com/ARM-software/abi-aa/blob/201a7cb898c443b6d1c7aa3b8abdaaa55ebf02d8/rtabi32/rtabi32.rst#L964]",
__aeabi_dsub,0x08020368,__aeabi_dadd-0x4,0x9e456a449681c56c,g,,GCC abi-aa,,symgrate,"PROPOSED SIG: double __aeabi_dsub(double x, double y) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf]",
__aeabi_dadd,0x0802036c,0xa5413d2289c1f806,0xb9520e962f46b479,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,"PROPOSED SIG: double __aeabi_dadd(double a, double b) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf]",
__aeabi_ui2d,0x080205e4,0xed2e2717e3802bd4,0x45b2d0d397478c32,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,Guessed function: Different than other __aeabi_ui2d function! PROPOSED SIG: double __aeabi_ui2d(unsigned a) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf] [https://github.com/ARM-software/abi-aa/blob/main/rtabi32/rtabi32.rst],
__aeabi_ui2d,0x08020604,0x463a0dcec4e8970c,0x1083e581d4e309f2,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,Guessed function: Different than other __aeabi_ui2d function! PROPOSED SIG: double __aeabi_ui2d(unsigned a) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf] [https://github.com/ARM-software/abi-aa/blob/main/rtabi32/rtabi32.rst],
__aeabi_f2d,0x08020628,0x8fc5f39cccde35f0,0x37ff52bd723a1408,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,PROPOSED SIG: double __aeabi_f2d(float a) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf],
__aeabi_ul2d,0x0802066c,,,g,,,,symgrate,,
__aeabi_l2d,0x0802067c,,,g,,,,symgrate,,
__aeabi_dmul,0x080206d8,0xf7c69e8d41c137cb,0x407079d519131750,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,"Guessed function: Different than other __aeabi_dmul function! PROPSED STRUCT: double __aeabi_dmul(double a, double b) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf]",
sub__aeabi_dmul:080206f4,0x080208b4,0xb149fbb2fab6e5e,0xc44ccee365071fc7,g,,,,nu,Is only called by __aeabi_dmul:080206f4,
__aeabi_dmul,0x0802092c,0x97cbecf53e30aff9,0x311d09d093425df0,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,"Guessed function: Different than other __aeabi_dmul function! PROPSED STRUCT: double __aeabi_dmul(double a, double b) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf]",
sub__aeabi_dmul:08020948,0x08020a9a,0x4d2ea32082e3d026,0xf91ac16ded38d3e3,g,,,,nu,Is only called by __aeabi_dmul:08020948,
__eqdf2,0x08020b0c,0x77641c264e4cfb76,0x1fff6ae9505a50e2,g,,,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,"PROPOSED SIG: int __eqdf2 (double a, double b) [https://gcc.gnu.org/onlinedocs/gccint/Soft-float-library-routines.html]",
__aeabi_cdrcmple,0x08020b88,0xcbb99b72595bb295,0xea1eadb62cf6407d,g,,GCC abi-aa,,symgrate,"PROPOSED SIG: void __aeabi_cdrcmple(double a, double b) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf] - NOTE also might return int? [https://github.com/llvm-mirror/compiler-rt/blob/69445f095c22aac2388f939bedebf224a6efcdaf/lib/builtins/arm/aeabi_cdcmp.S#L123]",
__aeabi_cdcmple,0x08020b98,0x596152500cfdbaf8,0x5b135db902468864,g,,GCC abi-aa,,symgrate,"PROPOSED SIG: void __aeabi_cdcmple(double a, double b) [https://github.com/llvm-mirror/compiler-rt/blob/69445f095c22aac2388f939bedebf224a6efcdaf/lib/builtins/arm/aeabi_cdcmp.S#L64]",
run__aeabi_cdcmpleAndStuff,0x08020ba8,0x3424d61a77af08c2,0x3b87eb6958b0286,g,,,,nu,run __aeabi_cdcmple and return something,
run__aeabi_cdcmpleAndStuff,0x08020bbc,0x64da37d5f215ada,0x1e920514799615ee,g,,,,nu,run __aeabi_cdcmple and return something,
run__aeabi_cdcmpleAndStuff,0x08020bd0,0xc10cfb5a5715b83a,0xf7de2b6ae63cf80e,g,,,,nu,run __aeabi_cdcmple and return something,
run__aeabi_cdrcmpleAndStuff,0x08020be4,0xc10cfb5a5715b83a,0xf7de2b6ae63cf80e,g,,,,nu,run __aeabi_cdrcmple and return something,
run__aeabi_cdrcmpleAndStuff,0x08020bf8,0x64da37d5f215ada,0x1e920514799615ee,g,,,,nu,run __aeabi_cdrcmple and return something,
__aeabi_dcmpun,0x08020c0c,0x104b94ea4362a3da,0x33c026964e9579dc,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,"PROPOSED SIG: int __aeabi_dcmpun (double a, double b) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf] [https://github.com/ARM-software/abi-aa/blob/main/rtabi32/rtabi32.rst]",
__aeabi_d2iz,0x08020c38,0xb7dd76a02845926f,0xaa5ca661ef03be95,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,PROPOSED SIG: int __aeabi_d2iz(double a) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf],
__aeabi_d2uiz,0x08020c88,0xf547ce01a2e5afc2,0x3134388871f12d40,g,,GCC abi-aa,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,PROPOSED SIG: unsigned __aeabi_d2uiz(double a) [https://kolegite.com/EE_library/standards/ARM_ABI/rtabi32.pdf],
UNKNOWN,0x08020cc8,0x493938fc4e519035,0xa7d0bdb27b578efd,,,,,,,
__aeabi_uldivmod,0x08020d68,0x9990aa8373c1c2dc,0x9c09e0e0176565e9,g,,,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7-ar/fpv3/hard/libgcc.a,fventuri/symgrate,,
__udivmoddi4,0x08020d98,0x6d52bf6337439018,0x5e8b369505fc104e,g,,,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/lib/gcc/arm-none-eabi/7.2.1/thumb/v7e-m/fpv4-sp/hard/libgcc.a,fventuri/symgrate,,
SQRT,0x08021068,0xadf3e2f0c831bfbb,0xfc6b01f24e88916b,g,,,,fventuri,,
sub1_FUN_08022710,0x0802108c,0x314e85730ce8c725,0x5509d60e2cb1a285,,,,,nu,Only used by FUN_08022710,
ATAN2_DEGREES,0x080210a8,0x5e1814a562d1614,0x4012205c1f4828f6,g,,,,fventuri,,
sub2_FUN_08022710,0x08021188,0xa368788abf513934,0xd2ccb99a02fe254d,,,,,nu,Only used by FUN_08022710,
sub3_FUN_08022710,0x080211a8,0x75b02abe98759f89,0xef9427ecef29004b,,,,,nu,Only used by FUN_08022710,
sub4_FUN_08022710,0x08021200,0xc96498d85a97d56c,0x4fffe280541e26da,,,,,nu,Only used by FUN_08022710,
sub5_FUN_08022710,0x0802129c,0xaa3f984c758367b0,0x2caa65efc905bdb4,,,,,nu,Only used by FUN_08022710,
sub6_FUN_08022710,0x08021338,0x109b2090f562523b,0x97e9d3f29d961ff9,,,,,nu,Only used by FUN_08022710,
sub7_FUN_08022710,0x08021390,0x9bd52b422135fde8,0x992e73dbe6d38c79,,,,,nu,Only used by FUN_08022710,
sub8_FUN_08022710,0x080213ec,0xc329da8589532aa9,0x72df3b644252a0d9,,,,,nu,Only used by FUN_08022710,
sub9_FUN_08022710,0x0802148c,0x709c186c9ad46b47,0x1b57a78d5efd3846,,,,,nu,Only used by FUN_08022710. Called twice.,
UNKNOWN,0x080214e0,0x8cbb854f6b8c485b,0x27d627db52ac9b37,,,,,,Only called by DMA1_Stream3_IRQHandler_f_ & FUN_08022710. Called multiple times by both.,
sub10_FUN_08022710,0x0802166c,0xadfa091cf73d63f1,0xa2a07c1ca4f9d35d,,,,,nu,Only used by FUN_08022710: Stores/processes data in SRAM (input is either SRAM9294 or SRAM942C or SRAM9aa8),
sub11_FUN_08022710,0x080216f8,0xf69cd99bfd82562f,0xe2d7c0145d13699b,,,,,nu,Only used by FUN_08022710,
sub12_FUN_08022710,0x080219f4,0x81c8433d7899f266,0x64bea18a262f9499,,,,,nu,Only used by FUN_08022710,
sub13_FUN_08022710,0x08021a58,0xd8fec12bc124d911,0x6edc25425da8f989,,,,,nu,Only used by FUN_08022710,
sub_DMA1_Stream3_IRQHandler,0x08021ac8,0x52ddd3b4f1ebe1a3,0x23f180d75189cb7f,,,,,nu,Only used by DMA1_Stream3_IRQHandler_f_,
sub14_FUN_08022710,0x08021e28,0x31f7abd2d88af385,0x653ddb7bdfae0bdb,,,,,nu,Only used by FUN_08022710,
sub15_FUN_08022710,0x08021e70,0xcdb850b129c0326f,0x597816242a7411c9,,,,,nu,Only used by FUN_08022710,
sub16_FUN_08022710,0x08021fd0,0x2cfae1c7ea31a1d9,0xd2a025783c748d0d,,,,,nu,Only used by FUN_08022710,
sub17_FUN_08022710,0x080221ec,0x6ed98c5e7e483fba,0x33ff372941b3d2fe,,,,,nu,Only used by FUN_08022710,
_HTTPServer_sleepms,0x08022244,0x6f2b47e93a374af0,0x6a13dd66760cdcba,g,,,/opt/symgrate2-archive/ti/ns_2_60_00_07/source/ti/net/http/lib/gcc/m4/httpserver_debug.a,symgrate,I think _HTTPServer_sleepms might be incorrect. Only called by DMA1_Stream3_IRQHandler_f_.,
sub18_FUN_08022710,0x0802252c,0x3f4443b82e33b23d,0x3ce9239cbb825097,,,,,nu,Only used by FUN_08022710,
sub_FUN_08032108,0x08022658,0xd19c413c1103e44d,0x59c44af7f481cd62,,,,,nu,Only used by FUN_08032108,
add1.0AndStoreInSRAM9c40,0x08022684,0xcc7b714e1dc1b853,0xd54e0360979812f2,g,,,,nu,Only used by FUN_0802afa4,
stores_plusSqrt3over2_or_minusSqrt3over2_and_1,0x08022698,0x26ad2ba99cebcb6b,0x704f69cad2b63480,g,,GCORE?,,nu,Only used by FUN_0802afa4: Maybe stores unit circle coordinates? First set x to ±60.0. Then store ±(√3)/2 = sin( ±60.0 * π/180 ) into RAM. Then calc +1/2 = cos( ±60.0 * π/180) to calc 1.0 = 1.0 / (1/2) - 1.0 and store 1.0 into RAM.,
UNKNOWN,0x08022710,0x704cdc737332c233,0x7d7ed6ef429e883,,,,,,Stores a ton of stuff in a large array in SRAM5910. Only used by GPIO_EG_DataRegisters_I2cStuff_g_:08023b86,
changeSRAM5910[0x4d92]from0to4_thenwait100,0x080230a4,0x4ae06fa586f79e69,0x2a21b60f0ab002f6,g,,,,nu,Only used by FUN_0802afa4.  If SRAM5910[4d92] is 0 then set it to 4 and wait 100ms (exit loop early if SRAM5910[4d92] gets set back to 0).,
return,0x080230dc,storeInSRAM5910array[0x8148]_OrZeroSRAM5910[0x4d5d-0x4d5e]-0x4,0xf9506ad5da86701a,g,,,,nu,,
storeInSRAM5910array[0x8148]_OrZeroSRAM5910[0x4d5d-0x4d5e],0x080230e0,0x7e20fa6698361de1,0x37a0254ee78f3e4,g,,,,nu,If input is 0 then zero SRAM5910[0x4d5d] & SRAM5910[0x4d5e]. Otherwise store the input into SRAM5910array[0x8148],
UNKNOWN,0x080230fc,0x538b165e85514158,0x9cc45b227558340e,,,,,,stores stuff in SRAM,
UNKNOWN,0x08023124,0x604c3c7ea892dbed,0x644b04c0fbf15526,,,,,,08023124/08023180 are very similar,
UNKNOWN,0x08023180,0x604c3c7ea892dbed,0x644b04c0fbf15526,,,,,,08023124/08023180 are very similar,
UNKNOWN,0x080231e8,0x686431b2be8f3fc5,0x1d4b077eac45c824,,,,,,080231e8 & 08023208 are very similar,
UNKNOWN,0x08023208,0x686431b2be8f3fc5,0x1d4b077eac45c824,,,,,,080231e8 & 08023208 are very similar,
storeInSRAM5910array[0x4fbd]_thenFlipBitInSRAM5910array[0x4fc4],0x08023228,0x2162d7102328ff99,0x525ac4172879412,g,,,,nu,,
storeInSRAM5910array[0x4fc2],0x08023248,0xd50174c62b5f88ce,0xfc06145981144ca2,,,,,nu,,
storeInSRAM5910array[0x4fbf]_thenFlipBitInSRAM5910array[0x4fc4],0x08023268,0x2162d7102328ff99,0xa5db0b289927fa88,g,,,,nu,,
FormatTextMaybe2,0x08023288,0x109c0783f0134e19,0x9f1350baa819a667,g,,,,nu,based on SSH session text which appears on COM8 DEV port of x6100,
UNKNOWN,0x080232f4,0xd30874e06ca14b0,0x1a59f37bdc227452,,,,,,,
FormatTextMaybe1,0x080233d8,0x4e3d23a6eae9e2d4,0x2a87d1433a77e2a4,g,,,,nu,based on SSH session text which appears on COM8 DEV port of x6100,
RelatedToSettingAGCmodeMaybe,0x08023444,0x1d664d773e67fa65,0x1ed9c433dd5aec70,g,,,,nu,base on nearby strings,
UNKNOWN,0x08023760,0x74455ffdc07e377,0xe6dceb6dcca2898d,,,,,,,
printfAnArrayContainingFourInputFilterSettings,0x080237e8,0xcfc999d7f7299245,0x59f3c1a4b9ef4461,g,,,,nu,Loads input[0-1-2-3] into SRAM5910[0x4fac-0x4fb0-0x4fb4-0x4fb8] then printf's these values to '\r\nfilter1[%04ld_ %04ld],filter2[%04ld_ %04ld]'.  Input array probably holds filter settings - each one four bytes long.
storeInSRAM5910array[0x59cd],0x08023868,0xd50174c62b5f88ce,0xc7c3aa964f98014,,,,,nu,,
storeVectorAsFloatInSRAMb350,0x08023878,0x78b0ffc3352332cc,0x621ff8b91eab74e8,g,,,,nu,Also truncates the vector to a max value of 100,
storeInSRAM5910array[0x80c4],0x08023894,0xd50174c62b5f88ce,0xf63cc0a2c1c443e2,,,,,nu,,
UNKNOWN,0x080238a8,0xd76958e214e6e0dd,0xf93e24ca8e302b7f,,,,,,,
UNKNOWN,0x080239d8,0x686431b2be8f3fc5,0x1d4b077eac45c824,,,,,,,
storeInSRAM5910+0x8194_akaSRAMdaa4,0x080239f8,0xdc2517f39a39f562,0xa88882c8c3874bd1,g,,,,nu,,
storeInSRAM5910+0x8198_akaSRAMdaa8,0x08023a08,0xdc2517f39a39f562,0x573a148e0ed0a779,g,,,,nu,,
storeInSRAM5910array[0x4d60],0x08023a18,0xd50174c62b5f88ce,0x6d964f9b31af7406,,,,,nu,,
storeInSRAM5910array[0x4d61],0x08023a28,0xd50174c62b5f88ce,0x58260ca8c1cdb159,,,,,nu,,
storeInSRAM5910array[0x4d63],0x08023a38,0xd50174c62b5f88ce,0xc2c70d6838e64fad,,,,,nu,,
UNKNOWN,0x08023a48,0x5f64bec7897d87d9,0x98e36ed07fe9020d,,,,,,,
storeInSRAM5910+0x4d70_akaSRAMa680,0x08023ae4,0xdc2517f39a39f562,0x67f7265bbad9beb9,,,,,nu,,
storeInSRAM5910array[0x4d90],0x08023af4,0xd9fad274e9c4b636,0x3ecfb7c8a0efb8e8,,,,,nu,,
storeInSRAM5910array[0x4ddc],0x08023b04,0xd50174c62b5f88ce,0x51fb0a9af34d430a,,,,,nu,,
returnSRAMda68_aka_in_r0,0x08023b14,storeInSRAM5910array[0x4ddc]+0x10,0x924323718ca14c1e,g,,,,nu,Returns stack pointer maybe? ('return in_r0'): Returns SRAMda68 via 'vldr' (SRAMda68 is written to multiple times by function DMA1_Stream3_IRQHandler),
returnSRAMdad8_aka_in_r0,0x08023b20,enableSysTickDaemonIfSRAMDA5AisZero-0x18,0x924323718ca14c1e,g,,,,nu,ibid,
returnSRAMda88_aka_in_r0,0x08023b2c,enableSysTickDaemonIfSRAMDA5AisZero-0xc,0x924323718ca14c1e,g,,,,nu,ibid,
enableSysTickDaemonIfSRAMDA5AisZero,0x08023b38,0x880826498d5d53ab,0x94934aef50657cc9,g,,,,nu,Switches on FUN_08032d4c (sysTickDaemonMaybe_g_nu_) if SRAMda88 is 0,
returnSRAM5910array[0x4d5e],0x08023b70,0x678b379a35e7bc26,0x76353254ef2f3872,,,,,nu,,
GPIO_EG_DataRegisters_I2cStuff,0x08023b80,0xd4278aac10a4a7f7,0x404fcec91979747c,g,,,,nu,Switches off GPIOG_ODR8/GPIOE_ODR15 then enables SysTickDaemon_g_ and then switches them back on. Then does I2C stuff with GPIOE and GPIOG input/output data type registers.,
DMA1_Stream3_IRQHandler,0x08023bf0,0x26e5deacfe0977fe,0x94c7ecf925752a00,f,STM32F427_437xx,GCORE,startup_stm32f427xx.s /opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/ti-cgt-arm_20.2.0.LTS/lib/rtsv7A8_T_le_n_v3_eabi.lib,,might be __kernel_rem_pio2 ?,
UNKNOWN,0x08027ef0,0x303bec007ec437b8,0xd5d16412fac74ec0,,,,,,,
UNKNOWN,0x08027f34,0xdff03c1bf34bdb6c,0xd7605265e4753d3f,,,,,,,
arm_fir_f32,0x08027fac,0xddd6337b57a8c538,0xbef1ce69a3ec611d,g,,,/opt/symgrate2-archive/KeilPacks/MediaTek.MTx.3.1.0.pack/driver/CMSIS/Lib/libarm_cortexM4lf_math.a,symgrate,,
arm_fir_f32,0x08028380,0xd1cfaf8466f1d4c1,0x6faee38cb4953a08,g,,,/opt/symgrate2-archive/KeilPacks/MediaTek.MTx.3.1.0.pack/driver/CMSIS/Lib/libarm_cortexM4lf_math.a,symgrate,,
arm_fir_f32,0x08028e88,0x544ab4c75923df3b,0x93c7ad8b063f6064,g,,,/opt/symgrate2-archive/KeilPacks/MediaTek.MTx.3.1.0.pack/driver/CMSIS/Lib/libarm_cortexM4lf_math.a,symgrate,,
getSRAM3574array5value,0x08029474,compareGPIO_x_registerValsMaybe-0x24,0x8154247740639cb3,g,,,,nu,SRAM3574 must hold an array,
getSRAM3574array4value,0x08029480,compareGPIO_x_registerValsMaybe-0x18,0xd7a206961d5c795d,g,,,,nu,SRAM3574 must hold an array,
getSRAM3574array6value,0x0802948c,compareGPIO_x_registerValsMaybe-0xc,0x821e649e691d6fc4,g,,,,nu,SRAM3574 must hold an array,
compareGPIO_x_registerValsMaybe,0x08029498,0xcd55647abef41bed,0xd7de191b711af330,g,,,,nu,Takes an array of GPIO_x register values? Checks one of them and stores result in SRAMe1a8? (Possible registers include: OTYPER OSPEEDR PUPDR IDR ODR and BSRR) Then compares the other?,
UNKNOWN,0x080295f0,0xd7a448441251545c,0x16a469fe6f443119,,,,,,SRAMe1a8array might be a jump table,
compareSRAMe1a8_GPIOregisterValsMaybe,0x080296b4,0x1ca48fd7acad0e9b,0xbc391bd4f96fdf95,g,,,,nu,Similar to FUN_08029498 but compares values in SRAMe1a8array. Also sets lowest SRAM bytes and some arrays.,
UNKNOWN,0x08029958,0x5798d2f1356adf0f,0xf88e311c57b2d029,,,,,,,
UNKNOWN,0x080299b0,0xb3c740f2e068bfac,0xb9915c8609755aef,,,,,,Might do something with data and the bootloader (based on input address and being at end of the STM32 restart segment in main),
GCORE_FlashMemoryReadWriteStuff,0x080299f4,0x9fb81e14930b4931,0x3c40c2684d55b552,g,,,,nu,base on nearby strings and functions,
UNKNOWN,0x08029a70,0x52a76a069c1380fc,0x8137ef1518c684b6,,,,,,,
GPIO_x_OutputDataRegisters_ConfigureStuff_nu_,0x08029a84,0xb6d53d7051f0f818,0xffc73ec7d9bd6c22,,,,,nu,fxn(GPIOaddr settingbits bool) performs bitwise AND or OR on GPIOx_ODR's bits.,
UNKNOWN,0x08029a98,0xbead36cf030131ca,0x7fe84ba373404fc2,,,,,,,
GPIO_BCG_GPIOC-ODR5logic_nu_,0x08029b00,0x12735e1fa65aaba3,0xe30b85916db5c3cc,,,,,nu,Called only by _HTTPServer_sleepms: Turn off GPIO_G_ODR6. Figure out if GPIOC_ODR5 should be on or off. Flip GPIO_B_ODR0 on-off before every conditional.  Then turn on GPIO_G_ODR6 at end.,
GPIO_BCG_jiggleGPIOC-ODR5toOff_nu_,0x08029f08,0xd4791f9e61c44b00,0xd2175f4c7148b4b0,,,,,nu,GPIOG_ODR6 off. GPIOC_ODR5 off-off-off-on-on-off-on-off.  GPIOG_ODR6 on.  GPIOB_ODR0 is switched on-off after GPIOC_ODR5 state change.,
GPIO_BC_GPIOC-ODR5toOnIfLargeInput_nu_,0x0802a0b4,0xc532e76ce565e586,0x14649e188c423f50,,,,,nu,If input bit-shifted 26-31 bits left is < 0 (not sure if input var is 32bits?) then GPIOC_ODR5 on - else GPIOC_ODR5 off.  Flip GPIOB_ODR0 on-off after every conditional.  Flip GPIOB_ODR1 on-off at end.,
UNKNOWN,0x0802a234,0xae7e1dc721e778c8,0x4f04c5fc6f02453d,,,,,nu,Only used by GCOREmaybe_g_:0802afa4: SRAMe1dc which is passed into this function probably holds a register of some kind. This function seems to disable or enable that register.,
UNKNOWN,0x0802a258,FUN_0802a260-0x8,0xef05dc11d3830707,,,,,nu,Only used by _HTTPServer_sleepms:0802a668: SRAMe1dc which is passed into this function probably holds a register of some kind. This function seems to disable that register.,
UNKNOWN,0x0802a260,0xed2ce1f0fc013951,0xca3925ce4034dee4,,,,,,,
subGCORE_DACch2stuff_needsResearch,0x0802a3f4,0xd5744c9ad869df1d,0xfce5da33cad3027e,,,,,nu,,
GUI_GetBkColor,0x0802a658,0xeeded7bbb31e8a51,0x72df2f79d6796921,g,,,/opt/symgrate2-archive/KeilPacks/Keil.STM32F4xx_DFP.2.2.0.pack/Middlewares/ST/STemWin/Lib/STemWin524b_CM4_GCC_ot.a,symgrate,I'm not sure this one was ID'd correctly by Symgrate.,
_HTTPServer_sleepms,0x0802a668,0xdf20064a29ecd2b6,0x2f43030ac9e9f128,g,,,/opt/symgrate2-archive/ti/ns_2_60_00_07/source/ti/net/http/lib/gcc/m4/httpserver_debug.a,symgrate,,
IS_BIT_SET,0x0802a920,0xc5af2af75546d1ec,0x694284f12cdcb575,g,,,/opt/symgrate2-archive/KeilPacks/MediaTek.MTx.3.1.0.pack/middleware/MTK/camera/lib/libdrv_idp.a,symgrate,,
